,alpha,beta,gamma,tau,scf_bc,nn_scf_bc
955,10,0.57,17,0.88,0.425326699,0.31964937
956,30,0.6,27,0.93,0.761582634,0.6255509
957,14,0.26,24,0.61,1.425761909,1.5239426
958,25,0.28,28,0.91,0.315854231,0.41845286
959,20,0.52,24,0.69,0.081517054,0.15770333
960,24,0.53,29,0.79,0.669279266,0.51257885
961,32,0.34,21,0.65,0.934446635,0.9172997
962,23,0.57,25,0.7,0.042073611,0.09141414
963,17,0.2,23,0.53,1.794174085,1.8015709
964,32,0.55,16,0.62,0.804320435,0.8000168
965,9,0.58,18,0.95,0.502821914,0.33368042
966,13,0.28,11,0.62,0.652381512,0.750667
967,21,0.57,15,0.91,0.020313888,0.13108318
968,34,0.52,16,0.74,0.436912399,0.39603862
969,19,0.38,24,0.86,0.224587292,0.34068152
970,33,0.25,23,0.87,0.086226418,0.1701762
971,20,0.31,20,0.99,0.60157809,0.5855761
972,6,0.2,20,0.67,1.443435299,1.3387803
973,20,0.29,19,0.68,0.786636188,0.8412889
974,37,0.47,23,0.63,0.449149734,0.40969762
,,,,,4.854639052,
